"";"NOM_PROPOSICAO_SF";"NOM_PROPOSICAO_CD";"EMENTA"
"1385";"PLC 25/1993";"PL 2706/1989";"DISPÕE SOBRE A REMESSA PARA O EXTERIOR DOS RENDIMENTOS DO TRABALHO    
ASSALARIADO E DOS VALORES RECEBIDOS COMO BOLSAS DE ESTUDO E AUXILIO,  
AOS BENEFICIARIOS DE BOLSAS DE ESTUDO OU AUXILIO NO EXTERIOR          
CONCEDIDOS POR AGENCIAS GOVERNAMENTAIS.                               
"
"1386";"PLC 25/1994";"PL 489/1991";"ALTERA A REDAÇÃO DO PARAGRAFO PRIMEIRO DO ART. 239 DA CONSOLIDAÇÃO    
DAS LEIS DO TRABALHO.                                                 
"
"1387";"PLC 26/1982";"PL 1872/1979";"FIXA PRAZO PARA O PAGAMENTO DOS EMPRESTIMOS OBTIDOS POR ESTUDANTES    
ATRAVES DO PROGRAMA ESPECIAL DE CREDITO.                              
"
"1388";"PLC 26/1990";"PL 1102/1988";"DA NOVA REDAÇÃO AO ARTIGO 492 DA CONSOLIDAÇÃO DAS LEIS DO             
TRABALHO.                                                             
"
"1389";"PLC 26/1996";"PL 4804/1994";"CRIA CARGOS NA SECRETARIA DO TRIBUNAL REGIONAL DO TRABALHO DA         
VIGESIMA QUARTA REGIÃO E DA OUTRAS PROVIDENCIAS.                      
"
"1390";"PLC 26/1997";"PL 821/1995";"DISPÕE SOBRE A ORGANIZAÇÃO DOS SERVIÇOS DE TELECOMUNICAÇÕES, A        
CRIAÇÃO E FUNCIONAMENTO DE UM ORGÃO REGULADOR E OUTROS ASPECTOS       
INSTITUCIONAIS, NOS TERMOS DA EMENDA CONSTITUCIONAL 8, DE 1995.       
"
"1391";"PLC 27/1981";"PL 6/1979";"INTRODUZ ALTERAÇÕES NA LEI 5869, DE 11 DE JANEIRO DE 1973-CODIGO      
DE PROCESSO CIVIL, NO QUE SE REFERE A ARREMATAÇÃO DE BENS             
PENHORADOS.                                                           
"
"1392";"PLC 27/1982";"PL 413/1979";"AUTORIZA A PESSOA FISICA RESIDENTE NA AMAZONIA LEGAL A APLICAR        
INCENTIVO FISCAL EM FUNDO PARA O DESENVOLVIMENTO REGIONAL.            
"
"1393";"PLC 27/1990";"PL 2036/1989";"DETERMINA A INDICAÇÃO DO PRAZO DE PRESCRIÇÃO NOS TITULOS DE           
CREDITO (CAMBIAIS).                                                   
"
"1394";"PLC 27/1998";"PL 2377/1996";"ALTERA A REDAÇÃO DO ARTIGO 190 DO DECRETO-LEI 1001, DE 21 DE          
OUTUBRO DE 1969 - CODIGO PENAL MILITAR.                               
"
"1395";"PLC 29/1990";"PL 6821/1985";"CONFERE A BR-369 A DENOMINAÇÃO DE RODOVIA PRESIDENTE TANCREDO NEVES.  
"
"1396";"PLC 29/1996";"PL 37/1995";"DA NOVA REDAÇÃO AO ARTIGO 190 DO CODIGO PENAL MILITAR.                
"
"1397";"PLC 29/1997";"PL 3106/1997";"DISPÕE SOBRE A TRANSFERENCIA DA ESCOLA DE ENFERMAGEM DE MANAUS,       
UNIDADE ORGANIZACIONAL DESCENTRALIZADA DA FUNDAÇÃO NACIONAL DE        
SAUDE, PARA A FUNDAÇÃO UNIVERDIDADE DO AMAZONAS, E DA OUTRAS          
PROVIDENCIAS.                                                         
"
"1398";"PLC 30/1982";"PL 1096/1979";"PERMITE A IMPETRAÇÃO DE MANDATO DE SEGURANÇA CONTRA ATOS DE           
AUTORIDADE DO ENSINO PARTICULAR, DE QUALQUER GRAU.                    
"
"1399";"PLC 30/1990";"PL 2158/1989";"DISPÕE SOBRE OS EFEITOS CIVIS DO CASAMENTO RELIGIOSO E DETERMINA      
OUTRAS PROVIDENCIAS.                                                  
"
"1400";"PLC 30/1992";"PL 1703/1991";"REVOGA A LEI 8043, DE 15 DE JUNHO DE 1990, QUE DISPÕE SOBRE A         
DESAPROPRIAÇÃO DE IMOVEL NO MUNICIPIO DE JABOATÃO, ESTADO DE          
PERNAMBUCO, PARA ATENDER AO DESLOCAMENTO DAS FAMILIAS QUE             
ATUALMENTE RESIDEM EM AREAS DO PARQUE NACIONAL HISTORICO DOS          
GUARARAPES.                                                           
"
"1401";"PLC 30/1995";"PL 642/1991";"ALTERA DISPOSITIVOS DA LEI 3820, DE 11 DE NOVEMBRO DE 1960, QUE       
DISPÕE SOBRE A CRIAÇÃO DO CONSELHO FEDERAL E DOS CONSELHOS REGIONAIS  
DE FARMACIA.                                                          
"
"1402";"PLC 31/1990";"PL 2599/1989";"ALTERA DISPOSITIVOS DO DECRETO-LEI 2848, DE 07 DE DEZEMBRO DE         
1940 - CODIGO PENAL BRASILEIRO.                                       
"
"1403";"PLC 31/1993";"PL 1395/1988";"ACRESCENTA PARAGRAFO AO ARTIGO PRIMEIRO DA LEI 4090, DE 13 DE JULHO   
DE 1962, QUE INSTITUI A GRATIFICAÇÃO DE NATAL PARA OS TRABALHADORES.  
"
"1404";"PLC 31/1994";"PL 2488/1992";"DA NOVA REDAÇÃO AO INCISO V DO ART. TERCEIRO DA LEI 7256, DE 27 DE    
NOVEMBRO DE 1984, QUE ESTABELECE NORMAS INTEGRANTES DO ESTATUTO DA    
MICROEMPRESA, RELATIVAS AO TRATAMENTO DIFERENCIADO, SIMPLIFICADO E    
FAVORECIDO, NOS CAMPOS ADMINISTRATIVO, TRIBUTARIO, PREVIDENCIARIO,    
TRABALHISTA, CREDITICIO E DE DESENVOLVIMENTO EMPRESARIAL.             
"
"1405";"PLC 31/1997";"PL 1402/1995";"TRANSFORMA CARGO EM COMISSÃO DO GRUPO - DIREÇÃO E ASSESSORAMENTO      
SUPERIORES - DAS NA SECRETARIA DO TRIBUNAL SUPERIOR ELEITORAL.        
"
"1406";"PLC 33/1990";"PL 4779/1990";"PRORROGA A VIGENCIA DO I PLANO NACIONAL DE INFORMATICA E              
AUTOMAÇÃO - PLANIN.                                                   
"
"1407";"PLC 33/1997";"PL 1403/1995";"TRANSFORMA CARGO EM COMISSÃO DO GRUPO - DIREÇÃO E ASSESSORAMENTO      
SUPERIORES - DAS NA SECRETARIA DO TRIBUNAL SUPERIOR ELEITORAL.        
"
"1408";"PLC 34/1990";"PL 2462/1989";"ALTERA A REDAÇÃO DO PARAGRAFO SEGUNDO DO ART 184 E ACRESCENTA         
PARAGRAFO UNICO AO ART 240 DA LEI 5869, DE 11 DE JANEIRO DE           
1973 - CODIGO DE PROCESSO CIVIL.                                      
"
"1409";"PLC 35/1990";"PL 3012/1989";"DISPÕE SOBRE A DIVULGAÇÃO DOS INTEGRANTES DE COMITIVAS QUE SE         
DESTINAM AO EXTERIOR E DETERMINA OUTRAS PROVIDENCIAS.                 
"
"1410";"PLC 35/1991";"PL 5953/1990";"REVOGA O ARTIGO 106, DA LEI 5869, DE 13 DE JANEIRO DE 1973 - CODIGO   
DE PROCESSO CIVIL.                                                    
"
"1411";"PLC 35/1992";"PL 2653/1989";"DISPÕE SOBRE O ABUSO DE PODER, O FORNECIMENTO DE INFORMAÇÕES E        
CERTIDÕES, O DIREITO DE RESPOSTA E O DE RECLAMAÇÃO CONTRA A           
PRESTAÇÃO DE SERVIÇOS PUBLICOS.                                       
"
"1412";"PLC 35/1994";"PL 3283/1992";"ALTERA DISPOSIÇÃO DO ART. 867 DA CONSOLIDAÇÃO DAS LEIS DO TRABALHO,   
APROVADA PELO DECRETO-LEI 5452, DE 01 DE MAIO DE 1943.                
"
"1413";"PLC 35/1996";"PL 1287/1995";"DISPÕES SOBRE OS SERVIÇOS DE TELECOMUNICAÇÕES E SUA ORGANIZAÇÃO,      
SOBRE O ORGÃO REGULADOR E DA OUTRAS PROVIDENCIAS.                     
"
"1414";"PLC 35/1997";"PL 2684/1996";"ALTERA DISPOSITIVOS DO DECRETO-LEI 2848, DE 07 DE DEZEMBRO DE         
1940 - CODIGO PENAL.                                                  
"
"1415";"PLC 36/1981";"PL 3310/1977";"DISPÕE SOBRE AS COMEMORAÇÕES DOS FERIADOS, E DA OUTRAS                
PROVIDENCIAS.                                                         
"
"1416";"PLC 36/1990";"PL 1361/1988";"ALTERA O CODIGO ELEITORAL NO QUE SE REFERE AO PREENCHIMENTO E FORMA   
DE APRESENTAÇÃO DA CEDULA ELEITORAL.                                  
"
"1417";"PLC 36/1996";"PL 1409/1996";"AUTORIZA O PODER EXECUTIVO A CONTRATAR COM A ITAIPU PAGAMENTO DE      
DEBITO JUNTO AO TESOURO NACIONAL COM TITULOS DA DIVIDA EXTERNA        
BRASILEIRA, NO VALOR CORRESPONDENTE A ATE US$ 140,000,000.00 (CENTO   
E QUARENTA MILHÕES DE DOLARES DOS ESTADOS UNIDOS DA AMERICA).         
"
"1418";"PLC 36/1997";"PL 1124/1995";"DISPÕE SOBRE A CRIAÇÃO DA ESCOLA SUPERIOR DO MINISTERIO PUBLICO DA    
UNIÃO E DA OUTRAS PROVIDENCIAS.                                       
"
"1419";"PLC 36/1998";"PL 330/1995";"DISPÕE SOBRE A REGULAMENTAÇÃO DA PROFISSÃO DE EDUCAÇÃO FISICA E CRIA  
OS RESPECTIVOS CONSELHO FEDERAL E CONSELHOS REGIONAIS DE EDUCAÇÃO     
FISICA.                                                               
"
"1420";"PLC 37/1981";"PL 3658/1980";"ACRESCENTA PARAGRAFO AO ARTIGO 234 DO DECRETO-LEI 2848, DE 07 DE      
DEZEMBRO DE 1940.                                                     
"
"1421";"PLC 37/1982";"PL 452/1979";"MODIFICA A REDAÇÃO DO CAPUT DO ARTIGO 10 DA LEI 5108, DE 21 DE        
SETEMBRO DE 1966 - CODIGO NACIONAL DE TRANSITO.                       
"
"1422";"PLC 37/1990";"PL 8089/1986";"AUTORIZA A REVERSÃO AO MUNICIPIO DE IGUAPE, ESTADO DE SÃO PAULO, DO   
TERRENO QUE MENCIONA.                                                 
"
"1423";"PLC 37/1991";"PL 826/1991";"DISPÕE SOBRE A ORGANIZAÇÃO DA SEGURIDADE SOCIAL, INSTITUI PLANO DE    
CUSTEIO, E DA OUTRAS PROVIDENCIAS.                                    
"
"1424";"PLC 37/1993";"PL 2567/1992";"ALTERA A REDAÇÃO DO ART. 21 DA LEI 4717, DE 29 DE JUNHO DE 1965, QUE  
'REGULA A AÇÃO POPULAR'.                                              
"
"1425";"PLC 37/1994";"PL 2535/1992";"DISPÕE SOBRE O EXERCICIO DA PROFISSÃO DE DESENHISTA.                  
"
"1426";"PLC 37/1998";"PL 4576/1998";"DISPÕE SOBRE A CRIAÇÃO DE HOMEPAGE NA INTERNET, PELO TRIBUNAL DE      
CONTAS DA UNIÃO, PARA DIVULGAÇÃO DOS DADOS E INFORMAÇÕES QUE          
ESPECIFICA, E DA OUTRAS PROVIDENCIAS.                                 
"
"1427";"PLC 38/1990";"PL 7504/1986";"AUTORIZA O DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS - DNOCS,    
AUTARQUIA VINCULADA AO MINISTRO DE ESTADO EXTRAORDINARIO PARA         
ASSUNTOS DE IRRIGAÇÃO, A DOAR O IMOVEL QUE MENCIONA, SITUADO NO       
MUNICIPIO DE COREMAS, ESTADO DA PARAIBA.                              
"
"1428";"PLC 38/1991";"PL 825/1991";"DISPÕE SOBRE OS PLANOS DE BENEFICIOS DA PREVIDENCIA SOCIAL E DA       
OUTRAS PROVIDENCIAS.                                                  
"
"1429";"PLC 38/1993";"PL 1531/1989";"ASSEGURA O ACESSO AO EXAME PRE-NATAL E VINCULA O AUXILIO-NATALIDADE   
A SUA REALIZAÇÃO, NAS CONDIÇÕES QUE ESPECIFICA.                       
"
"1430";"PLC 38/1997";"PL 80/1987";"CONCEDE PENSÃO ESPECIAL A GELSON JOSE BRAZ.                           
"
"1431";"PLC 39/1982";"PL 831/1979";"DISPÕE SOBRE A INCIDENCIA DE CORREÇÃO MONETARIA NOS DEPOSITOS         
JUDICIAIS.                                                            
"
"1432";"PLC 39/1990";"PL 3158/1989";"DISPÕE SOBRE A APLICAÇÃO DO PARAGRAFO SEGUNDO DO ART 17 DAS           
DISPOSIÇÕES CONSTITUCIONAIS TRANSITORIAS DA CONSTITUIÇÃO FEDERAL AOS  
PROFISSIONAIS DE SAUDE.                                               
"
"1433";"PLC 39/1992";"PL 4572/1990";"ORGANIZA A JUSTIÇA MILITAR DA UNIÃO E REGULA O FUNCIONAMENTO DE SEUS  
SERVIÇOS AUXILIARES.                                                  
"
"1434";"PLC 39/1993";"PL 3111/1989";"ACRESCENTA PARAGRAFOS SEGUNDO E TERCEIRO AO ART. 612 DA CONSOLIDAÇÃO  
DAS LEIS DO TRABALHO.                                                 
"
"1435";"PLC 39/1997";"PL 3242/1997";"DISPÕE SOBRE O SISTEMA DE FINANCIAMENTO IMOBILIARIO, INSTITUI A       
ALIENAÇÃO FIDUCIARIA DE COISA IMOVEL E DA OUTRAS PROVIDENCIAS.        
"
"1436";"PLC 40/1992";"PL 2796/1992";"DISPÕE SOBRE A CONCESSÃO DE SUBVENÇÃO ECONOMICA NAS OPERAÇÕES DE      
CREDITO RURAL.                                                        
"
"1437";"PLC 40/1997";"PL 2695/1997";"ESTABELECE NORMAS PARA AS ELEIÇÕES.


                                           VOLUME III
"
"1438";"PLC 40/1998";"PL 4605/1998";"INSTITUI A GRATIFICAÇÃO DE ESTIMULO A DOCENCIA NO MAGISTERIO          
SUPERIOR, E DA OUTRAS PROVIDENCIAS.                                   
"
"1439";"PLC 41/1990";"PL 3287/1989";"AUTORIZA OS TAXIS A PORTAREM PAINEIS PUBLICITARIOS FIXADOS NO TETO.   
"
"1440";"PLC 41/1993";"PL 3468/1989";"ALTERA A REDAÇÃO DO CAPUT DO ARTIGO 134 DA CONSOLIDAÇÃO DAS LEIS DO   
TRABALHO, PARA DETERMINAR QUE O EMPREGADOR DEVERA CONCEDER FERIAS     
AO EMPREGADO NOS SEIS MESES SUBSEQUENTES A DATA DE AQUISIÇÃO DO       
DIREITO AS MESMAS.                                                    
"
"1441";"PLC 42/1982";"PL 4104/1980";"ACRESCENTA PARAGRAFO AO ARTIGO 668 DO DECRETO-LEI 3689, DE 03 DE      
OUTUBRO DE 1941 - CODIGO DE PROCESSO PENAL.                           
"
"1442";"PLC 42/1990";"PL 3554/1989";"DISPÕE SOBRE A OUTORGA DE COMPENSAÇÃO PELA PRESTAÇÃO DE SERVIÇO       
COMO INTEGRANTE DE MESA RECEPTORA DE VOTOS E DA OUTRAS PROVIDENCIAS.  
"
"1443";"PLC 42/1998";"PL 4628/1998";"ACRESCENTA INCISOS AO ART. 1º (PRIMEIRO) DA LEI 8072, DE 25 DE        
JULHO DE 1990, QUE DISPÕE SOBRE OS CRIMES HEDIONDOS E ALTERA OS       
ARTS. 2º (SEGUNDO), 5º (QUINTO) E 10º (DECIMO) DA LEI 6437, DE        
20 DE AGOSTO DE 1977, E DA OUTRAS PROVIDENCIAS.                       
"
"1444";"PLC 43/1981";"PL 354/1979";"DISPÕE SOBRE A OBRIGATORIEDADE DA PUBLICAÇÃO DE HISTORIAS EM          
QUADRINHOS NACIONAIS E DETERMINA OUTRAS PROVIDENCIAS.                 
"
"1445";"PLC 43/1986";"PL 7528/1986";"ESTABELECE NORMAS COMPLEMENTARES PARA A EXECUÇÃO DO DISPOSTO NO       
ARTIGO 27 DA LEI 2004, DE 03 DE OUTUBRO DE 1953, COM A REDAÇÃO DA     
LEI 7453, DE 27 DE DEZEMBRO DE 1985, E DA OUTRAS PROVIDENCIAS.        
"
"1446";"PLC 43/1990";"PL 7505/1986";"AUTORIZA O DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS - DNOCS,    
AUTARQUIA VINCULADA AO MINISTRO DE ESTADO EXTRAORDINARIO PARA         
ASSUNTOS DE IRRIGAÇÃO, A DOAR O IMOVEL QUE MENCIONA, SITUADO NO       
MUNICIPIO DE COREMAS, ESTADO DA PARAIBA.                              
"
"1447";"PLC 43/1993";"PL 3745/1989";"DISPÕE SOBRE A JORNADA DE TRABALHO PARA OS TRABALHADORES QUE          
PERCEBEM ADICIONAIS DE INSALUBRIDADE, PERICULOSIDADE OU EXERÇAM       
ATIVIDADES CONSIDERADAS PENOSAS.                                      
"
"1448";"PLC 43/1994";"PL 133/1991";"ASSEGURA A PERCEPÇÃO DO ADICIONAL DE PERICULOSIDADE AOS               
ELETRICISTAS E DEMAIS TRABALHADORES QUE ESPECIFICA.                   
"
"1449";"PLC 43/1996";"PL 3653/1993";"ACRESCENTA PARAGRAFO AO ARTIGO SEGUNDO DA LEI 5553, DE 06 DE          
DEZEMBRO DE 1968, QUE DISPÕE SOBRE A APRESENTAÇÃO E USO DE            
DOCUMENTOS DE IDENTIFICAÇÃO PESSOAL.                                  
"
"1450";"PLC 43/1997";"PL 2124/1996";"DISPÕE SOBRE A OBRIGATORIEDADE DE AS CONCESSIONARIAS DE SERVIÇO       
PUBLICO ESTABELECEREM AO CONSUMIDOR E AO USUARIO DATAS OPCIONAIS      
PARA O VENCIMENTO DE SEUS DEBITOS.                                    
"
"1451";"PLC 44/1988";"PL 548/1988";"DA NOVA REDAÇÃO AO ARTIGO SEGUNDO DO DECRETO-LEI 2056, DE 19 DE       
AGOSTO DE 1983, QUE DISPÕE SOBRE A RETRIBUIÇÃO DOS SERVIÇOS DE        
REGISTRO DO COMERCIO E DA OUTRAS PROVIDENCIAS.                        
"
"1452";"PLC 44/1990";"PL 262/1987";"AUTORIZA A UNIÃO FEDERAL E O INSTITUTO NACIONAL DE SEGURO SOCIAL -    
INSS A PERMUTAREM FRAÇÕES IDEAIS DE IMOVEIS QUE MENCIONA, SITUADOS    
NOS MUNICIPIOS DE CAXIAS DO SUL E DE PELOTAS, ESTADO DO RIO GRANDE    
DO SUL.                                                               
"
"1453";"PLC 44/1993";"PL 1502/1989";"DA NOVA REDAÇÃO A DISPOSITIVO DO ART. 482, DA CONSOLIDAÇÃO DAS LEIS   
DO TRABALHO.                                                          
"
"1454";"PLC 44/1994";"PL 177/1991";"DISCIPLINA AS RECLAMAÇÕES RELATIVAS A PRESTAÇÃO DE SERVIÇOS           
PUBLICOS, REGULANDO O PARAGRAFO TERCEIRO DO ART. 37 DA CONSTITUIÇÃO   
FEDERAL.                                                              
"
"1455";"PLC 44/1995";"PLP 123/1989";"DISPÕE SOBRE A ELABORAÇÃO, A REDAÇÃO, A ALTERAÇÃO E A CONSOLIDAÇÃO    
DAS LEIS, CONFORME DETERMINA O PARAGRAFO UNICO DO ARTIGO 59 DA        
CONSTITUIÇÃO FEDERAL, E ESTABELECE NORMAS PARA A CONSOLIDAÇÃO DOS     
ATOS NORMATIVOS QUE MENCIONA.  COMPLEMENTAR.                          
"
"1456";"PLC 44/1998";"PL 2464/1996";"REGULA O PROCESSO ADMINISTRATIVO NO AMBITO DA ADMINISTRAÇÃO PUBLICA   
FEDERAL.                                                              
"
"1457";"PLC 45/1992";"PL 2623/1992";"ALTERA A COMPOSIÇÃO E A ORGANIZAÇÃO INTERNA DO TRIBUNAL REGIONAL DO   
TRABALHO DA SEGUNDA REGIÃO, COM SEDE EM SÃO PAULO-SP, E DA OUTRAS     
PROVIDENCIAS.                                                         
"
"1458";"PLC 45/1993";"PL 6221/1985";"ESTABELECE MEDIDAS PREVENTIVAS DE PROTEÇÃO AO TRABALHO DOS            
TRIPULANTES DE AERONAVES DE SERVIÇOS AGRICOLAS.                       
"
"1459";"PLC 45/1994";"PL 432/1991";"DISPÕE SOBRE A JORNADA DE TRABALHO DOS GRAFICOS, PROGRAMADORES E      
OPERADORES QUE OPEREM COMPUTADORES OU OUTROS EQUIPAMENTOS COM         
TERMINAL DE VIDEO.                                                    
"
"1460";"PLC 45/1995";"PL 2560/1989";"DISPÕE SOBRE A APRESENTAÇÃO DE RECEITUARIO AGRONOMICO PARA OBTENÇÃO   
DE FINANCIAMENTO AGRICOLA E DA OUTRAS PROVIDENCIAS.                   
"
"1461";"PLC 45/1997";"PL 2899/1997";"REGULAMENTA O PARAGRAFO UNICO DO ARTIGO 49 DA LEI 9394, DE 20 DE      
DEZEMBRO DE 1996.                                                     
"
"1462";"MSF 117/1998";"PDC 652/1998";"ENCAMINHA AO SENADO FEDERAL, A PROGRAMAÇÃO MONETARIA RELATIVA AO      
SEGUNDO TRIMESTRE DE 1998.                                            
"
"1463";"PLC 46/1990";"PL 3119/1989";"AUTORIZA O INSTITUTO NACIONAL DO SEGURO SOCIAL (INSS) A DOAR A        
DIOCESE DE PINHEIRO, NO ESTADO DO MARANHÃO, O IMOVEL QUE MENCIONA.    
DO MARANHÃO, O IMOVEL QUE MENCIONA.                                   
"
"1464";"PLC 46/1995";"PL 3448/1992";"DISPÕE SOBRE O ADICIONAL AO FRETE PARA RENOVAÇÃO DA MARINHA           
MERCANTE (AFRMM), O FUNDO DA MARINHA MERCANTE E A FUNDAÇÃO NACIONAL   
DOS TRABALHADORES NA CONSTRUÇÃO E REPARAÇÃO NAVAL, TRABALHADORES      
MARITIMOS E TRABALHADORES EM ATIVIDADES DE APOIO OPERACIONAL EM       
EMPRESAS DE NAVEGAÇÃO MARITIMA - FUNDNAV E DA OUTRAS PROVIDENCIAS.    
"
"1465";"PLC 46/1996";"PL 387/1991";"DISPÕE SOBRE A OBRIGATORIEDADE DA MENÇÃO DO NOME DO DUBLADOR EM       
ESPETACULOS FILMADOS OU TELEVISADOS.                                  
"
"1466";"PLC 47/1981";"PL 587/1979";"VEDA AOS VEICULOS DE COMUNICAÇÃO DE MASSA (RADIO, TELEVISÃO, CINEMA,  
JORNAIS, REVISTAS, CARTAZES, ANUARIOS OU QUALQUER OUTRO TIPO DE       
PUBLICAÇÃO) ACEITAR A AUTORIZAÇÃO OU A VEICULAÇÃO DE ANUNCIOS E DE    
COMERCIAIS QUE NÃO SEJAM NEGOCIADOS, PRODUZIDOS, CRIADOS, FILMADOS,   
GRAVADOS, COPIADOS IMAGEM E SOM - POR PROFISSIONAIS E EMPRESAS        
BRASILEIRAS.                                                          
"
"1467";"PLC 47/1990";"PL 4788/1990";"DEFINE CRIMES CONTRA A ORDEM TRIBUTARIA, ECONOMICA E CONTRA AS        
RELAÇÕES DE CONSUMO, E DA OUTRAS PROVIDENCIAS.                        
"
"1468";"PLC 47/1994";"PL 534/1991";"CONCEDE PASSE LIVRE AS PESSOAS PORTADORAS DE DEFICIENCIA NO           
SISTEMA DE TRANSPORTE COLETIVO INTERESTADUAL.                         
"
"1469";"PLC 48/1981";"PL 650/1979";"ALTERA DISPOSITIVO DA LEI 6032, DE 30 DE ABRIL DE 1974, QUE DISPÕE    
SOBRE O REGIMENTO DE CUSTAS DA JUSTIÇA FEDERAL, PARA O FIM DE         
DETERMINAR O PREVALECIMENTO DOS ARTIGOS 789 E 790 DA CONSOLIDAÇÃO     
DAS LEIS DO TRABALHO, SEMPRE QUE SE TRATAR DE LITIGIO DECORRENTE DE   
RELAÇÃO DE TRABALHO.                                                  
"
"1470";"PLC 48/1982";"PL 1898/1979";"AUTORIZA O PODER EXECUTIVO A CONCEDER DIREITO REAL DE USO SOBRE AS    
AREAS DE TERRAS QUE MARGEIAM AS RODOVIAS FEDERAIS.                    
"
"1471";"PLC 48/1990";"PL 4589/1990";"DISPÕE SOBRE OS EFETIVOS DO EXERCITO EM TEMPO DE PAZ.                 
"
"1472";"PLC 48/1994";"PL 648/1991";"DISPÕE SOBRE A NECESSIDADE DE APURAÇÃO DE FALTA GRAVE PARA DISPENSA   
DE DIRIGENTE E REPRESENTANTE SINDICAL, E DA OUTRAS PROVIDENCIAS.      
"
"1473";"PLC 49/1982";"PL 903/1979";"DA NOVA REDAÇÃO AO ARTIGO 125 DO DECRETO-LEI 200, DE 25 DE FEVEREIRO  
DE 1967, E REVOGA A ALINEA A DO PARAGRAFO SEGUNDO DO ARTIGO 126.      
"
"1474";"PLC 49/1987";"PLP 12/1987";"DA NOVA REDAÇÃO A LISTA DE SERVIÇOS A QUE SE REFERE O ARTIGO OITAVO   
DO DECRETO-LEI 406, DE 31 DE DEZEMBRO DE 1968, E DA OUTRAS            
PROVIDENCIAS.                                                         
"
"1475";"PLC 49/1989";"PL 1312/1988";"REGULAMENTA O PARAGRAFO QUARTO DO ARTIGO 216 DA CONSTITUIÇÃO,         
PUNINDO OS DANOS E AS AMEAÇAS AO PATRIMONIO CULTURAL BRASILEIRO.      
"
"1476";"PLC 49/1990";"PL 5132/1990";"ACRESCENTA PARAGRAFO AO ART. SEXTO, DA LEI 8025, DE 12 DE ABRIL DE    
1990.                                                                 
"
"1477";"PLC 49/1994";"PL 1002/1991";"ALTERA A LEI 6015, DE 31 DE DEZEMBRO DE 1973, QUE DISPÕE SOBRE        
REGISTROS PUBLICOS, COM AS MODIFICAÇÕES POSTERIORES.                  
"
"1478";"PLC 49/1997";"MSC 318/1996";"DISPÕE OBRE A PRESTAÇÃO DE CONTAS DE APLICAÇÃO DE RECURSOS A QUE SE   
REFERE A LEI 8742, DE 07 DE DEZEMBRO DE 1993, E DA OUTRAS             
PROVIDENCIAS.                                                         
"
"1479";"PLC 49/1998";"PL 4070/1998";"DISPÕE SOBRE O PROCESSAMENTO DE RECURSOS NO AMBITO DOS TRIBUNAIS.     
"
"1480";"PLC 50/1982";"PL 1899/1979";"DA NOVA REDAÇÃO AO PARAGRAFO SEGUNDO DO ARTIGO SEXTO DA LEI 605, DE   
05 DE JANEIRO DE 1949, QUE 'DISPÕE SOBRE O REPOUSO SEMANAL            
REMUNERADO E O PAGAMENTO DE SALARIO NOS DIAS FERIADOS CIVIS E         
RELIGIOSOS.                                                           
"
"1481";"PLC 50/1990";"PL 2570/1989";"DISPÕE SOBRE OS PLANOS DE BENEFICIOS DA PREVIDENCIA SOCIAL E DA       
OUTRAS PROVIDENCIAS.                                                  
"
"1482";"PLC 51/1981";"PL 4708/1978";"INTRODUZ ALTERAÇÕES NO ARTIGO 243 DA LEI 4737, DE 15 DE JULHO DE      
1965 - CODIGO ELEITORAL.                                              
"
"1483";"PLC 51/1990";"PL 3099/1989";"DISPÕE SOBRE A LEI ORGANICA DA ASSISTENCIA SOCIAL, SUAS DEFINIÇÕES,   
PRINCIPIOS E DIRETRIZES, DETERMINA COMPETENCIA GERAIS EM CADA ESFERA  
DE GOVERNO, BENEFICIOS E SERVIÇOS, FONTES DE FINANCIAMENTO E DA       
OUTRAS PROVIDENCIAS.                                                  
"
"1484";"PLC 51/1991";"PL 477/1991";"DISPÕE SOBRE A CORREÇÃO MONETARIA DAS DEMONSTRAÇÕES FINANCEIRAS,      
PARA EFEITOS FISCAIS E SOCIETARIOS.                                   
"
"1485";"PLC 51/1994";"PL 1292/1991";"DA NOVA REDAÇÃO A DISPOSITIVO DA CONSOLIDAÇÃO DAS LEIS DO TRABALHO.   
"
"1486";"PLC 51/1998";"PL 3746/1997";"DISPÕE SOBRE O ENSINO NO EXERCITO BRASILEIRO E DA OUTRAS              
PROVIDENCIAS.                                                         
"
"1487";"PLC 52/1981";"PL 946/1979";"DISPÕE SOBRE A INTERVENÇÃO E A LIQUIDAÇÃO EXTRAJUDICIAL DE EMPRESAS   
BENEFICIADAS COM INCENTIVOS FISCAIS NA AREA DE ATUAÇÃO DA SUDENE.     
"
"1488";"PLC 52/1982";"PL 2159/1979";"DISPÕE SOBRE A CRIAÇÃO DO COLEGIO AGRICOLA DE SERTANIA, NO ESTADO DE  
PERNAMBUCO.                                                           
"
"1489";"PLC 52/1986";"PL 6462/1985";"AUTORIZA O PODER EXECUTIVO A TRANSFORMAR ESCOLA ESTADUAL AMERICO      
RENE GIANNETTI, SITUADA EM UBERLANDIA, MINAS GERAIS, EM ESCOLA        
TECNICA FEDERAL DE UBERLANDIA, E DA OUTRAS PROVIDENCIAS.              
"
